ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1728535	7.36e-01	6.25e-01	0.491998	-6.192082	0.2383125	COPZ1
ILMN_1729498	7.36e-01	6.25e-01	0.491723	-6.192215	0.1569125	TMEFF1
ILMN_3251555	7.36e-01	6.26e-01	0.491611	-6.192269	0.1395875	MTPAP
ILMN_2265654	7.36e-01	6.26e-01	-0.491595	-6.192277	-0.2234	UBE2C
ILMN_2409706	7.36e-01	6.26e-01	-0.491467	-6.192339	-0.2475208	WDR20
ILMN_1815079	7.37e-01	6.26e-01	0.491289	-6.192425	0.1569167	TICAM1
ILMN_1799604	7.37e-01	6.26e-01	-0.491161	-6.192487	-0.1830667	OCIAD1
ILMN_1809850	7.37e-01	6.26e-01	-0.491055	-6.192538	-0.217275	RCN3
ILMN_1701293	7.37e-01	6.26e-01	-0.49091	-6.192608	-0.2465875	COX7A2
ILMN_3232161	7.37e-01	6.26e-01	0.490891	-6.192617	0.2040917	FLJ10661
ILMN_1685742	7.37e-01	6.26e-01	-0.490884	-6.192621	-0.2127833	NIPA2
ILMN_1747943	7.37e-01	6.26e-01	0.490584	-6.192766	0.2314875	ZNF695
ILMN_2391789	7.37e-01	6.26e-01	-0.490482	-6.192815	-0.2063167	TDP1
ILMN_2281529	7.37e-01	6.26e-01	-0.490479	-6.192816	-0.1958458	STAP2
ILMN_1674508	7.37e-01	6.26e-01	-0.490333	-6.192887	-0.1771208	MDM1
ILMN_2408572	7.37e-01	6.27e-01	-0.490193	-6.192954	-0.2559917	RNASE4
ILMN_1680928	7.37e-01	6.27e-01	0.490038	-6.193029	0.2066042	DNM3
ILMN_3235808	7.37e-01	6.27e-01	-0.489957	-6.193069	-0.1932583	POM121C
ILMN_1662161	7.37e-01	6.27e-01	-0.489905	-6.193093	-0.2207708	TBC1D13
ILMN_3247182	7.37e-01	6.27e-01	-0.489893	-6.193099	-0.2095292	FAM179A
ILMN_2372384	7.37e-01	6.27e-01	0.489672	-6.193206	0.1893417	MGA
ILMN_1724517	7.37e-01	6.27e-01	0.48967	-6.193207	0.1546167	C10orf93
ILMN_1672080	7.38e-01	6.27e-01	-0.489394	-6.19334	-0.170675	NR2F6
ILMN_2317581	7.38e-01	6.27e-01	0.489144	-6.19346	0.2351083	SHANK3
ILMN_1733802	7.38e-01	6.27e-01	0.489117	-6.193473	0.1327667	PCAF
ILMN_1790537	7.38e-01	6.27e-01	-0.488877	-6.193589	-0.246975	C16orf75
ILMN_2381753	7.38e-01	6.27e-01	0.48885	-6.193602	0.1805458	G3BP2
ILMN_1738750	7.38e-01	6.28e-01	-0.488762	-6.193644	-0.2168333	TFCP2
ILMN_1723254	7.38e-01	6.28e-01	-0.488361	-6.193837	-0.2174167	C3orf42
ILMN_1741801	7.38e-01	6.28e-01	-0.48826	-6.193886	-0.1171417	CDC7
ILMN_1713542	7.38e-01	6.28e-01	0.488187	-6.193921	0.2020583	TRIM14
ILMN_2342559	7.38e-01	6.28e-01	0.488059	-6.193983	0.1779292	SPOCK3
ILMN_1674949	7.39e-01	6.28e-01	0.487789	-6.194112	0.1450875	GDA
ILMN_1760506	7.39e-01	6.28e-01	-0.487777	-6.194118	-0.119975	HSD17B7P2
ILMN_2102670	7.39e-01	6.28e-01	0.48766	-6.194174	0.1679208	GATA2
ILMN_1717165	7.39e-01	6.28e-01	0.487652	-6.194178	0.2051708	IGBP1
ILMN_2218648	7.39e-01	6.28e-01	0.487425	-6.194287	0.1597458	RAG1AP1
ILMN_1719599	7.39e-01	6.28e-01	-0.487399	-6.1943	-0.2082625	SYTL4
ILMN_1777725	7.39e-01	6.29e-01	0.487141	-6.194423	0.2227708	LSM14B
ILMN_1801313	7.39e-01	6.29e-01	-0.487048	-6.194468	-0.2019875	SIAH2
ILMN_1784364	7.39e-01	6.29e-01	0.486943	-6.194518	0.1809208	STARD5
ILMN_3243061	7.39e-01	6.29e-01	0.486839	-6.194568	0.2850917	SIGLEC14
ILMN_1786041	7.39e-01	6.29e-01	-0.486837	-6.194569	-0.1569458	ASB9
ILMN_1751773	7.39e-01	6.29e-01	0.486712	-6.194629	0.2308375	POLD3
ILMN_1722622	7.39e-01	6.29e-01	0.486675	-6.194647	0.2671583	CD163
ILMN_2324776	7.39e-01	6.29e-01	-0.486534	-6.194714	-0.181175	TAS1R1
ILMN_3309059	7.39e-01	6.29e-01	-0.486463	-6.194748	-0.1629333	MIR93
ILMN_1717010	7.40e-01	6.29e-01	0.486209	-6.19487	0.1944708	C2orf86
ILMN_2299612	7.40e-01	6.29e-01	-0.486106	-6.194919	-0.1923458	TMEM150A
ILMN_1654151	7.40e-01	6.30e-01	0.485864	-6.195035	0.1795	COX6C
ILMN_1663827	7.40e-01	6.30e-01	-0.485856	-6.195039	-0.2274167	SMYD5
ILMN_1747499	7.40e-01	6.30e-01	0.48579	-6.195071	0.1530375	EMID1
ILMN_2181469	7.40e-01	6.30e-01	-0.485756	-6.195087	-0.1481208	ZNF611
ILMN_1730332	7.40e-01	6.30e-01	0.485684	-6.195121	0.1979417	CASP7
ILMN_1803772	7.40e-01	6.30e-01	-0.485614	-6.195155	-0.2372458	POLD4
ILMN_3238132	7.40e-01	6.30e-01	-0.485405	-6.195255	-0.1713208	HNF1A
ILMN_1807981	7.40e-01	6.30e-01	0.485401	-6.195257	0.2129	SIGIRR
ILMN_2388090	7.40e-01	6.30e-01	0.485365	-6.195274	0.2085917	MAPK14
ILMN_1787280	7.40e-01	6.30e-01	0.485333	-6.195289	0.1678958	C1orf135
ILMN_2326712	7.40e-01	6.30e-01	0.485084	-6.195408	0.2049167	BACE2
ILMN_1703650	7.40e-01	6.30e-01	0.485026	-6.195436	0.1674542	TNIP1
ILMN_1703573	7.40e-01	6.30e-01	-0.484947	-6.195474	-0.1959083	DNAJC17
ILMN_2403823	7.40e-01	6.30e-01	-0.484927	-6.195483	-0.2353042	ZMYM2
ILMN_1725311	7.40e-01	6.30e-01	-0.484667	-6.195607	-0.2041667	GCGR
ILMN_1771179	7.40e-01	6.31e-01	0.48449	-6.195692	0.1804917	CYB561
ILMN_1655844	7.41e-01	6.31e-01	-0.484256	-6.195803	-0.1667542	TAF1A
ILMN_1770451	7.41e-01	6.31e-01	-0.484236	-6.195813	-0.23685	KLF16
ILMN_1655154	7.41e-01	6.31e-01	0.484103	-6.195876	0.1880458	PTBP1
ILMN_1803256	7.41e-01	6.31e-01	0.483951	-6.195949	0.1791208	STOX2
ILMN_2097546	7.41e-01	6.31e-01	0.483825	-6.196009	0.2401042	NUDC
ILMN_1677951	7.41e-01	6.31e-01	-0.4838	-6.196021	-0.1847417	AFF3
ILMN_1666594	7.41e-01	6.31e-01	0.483638	-6.196098	0.2436333	IRF8
ILMN_1720241	7.41e-01	6.31e-01	-0.483255	-6.19628	-0.19285	TRIP12
ILMN_1814200	7.41e-01	6.32e-01	-0.483101	-6.196354	-0.1965833	BMP2K
ILMN_1703683	7.41e-01	6.32e-01	0.482938	-6.196431	0.2165667	COG4
ILMN_1682226	7.41e-01	6.32e-01	0.482881	-6.196458	0.2612	CLDN15
ILMN_3237755	7.42e-01	6.32e-01	0.482731	-6.196529	0.2500167	SSPO
ILMN_1682792	7.42e-01	6.32e-01	-0.482477	-6.19665	-0.2131542	BYSL
ILMN_2072296	7.42e-01	6.32e-01	0.482385	-6.196694	0.2639792	CKS2
ILMN_1766366	7.42e-01	6.32e-01	0.482309	-6.19673	0.125675	ICA1L
ILMN_2408112	7.42e-01	6.32e-01	0.482251	-6.196758	0.2083708	CD200R1
ILMN_1699665	7.42e-01	6.32e-01	-0.481963	-6.196895	-0.2701083	CLIC6
ILMN_1697959	7.42e-01	6.32e-01	0.481913	-6.196918	0.1852083	SLC35B4
ILMN_1672565	7.42e-01	6.32e-01	-0.481758	-6.196992	-0.1169875	RG9MTD1
ILMN_2297824	7.42e-01	6.33e-01	-0.481597	-6.197068	-0.2100208	UBE2G2
ILMN_1811954	7.42e-01	6.33e-01	0.481591	-6.197071	0.1851958	NRG1
ILMN_2401618	7.42e-01	6.33e-01	-0.481498	-6.197115	-0.1920833	MLX
ILMN_3245452	7.42e-01	6.33e-01	-0.481444	-6.197141	-0.1232	FAM149B1
ILMN_1681984	7.42e-01	6.33e-01	-0.481441	-6.197142	-0.1358333	GALNT10
ILMN_1795228	7.42e-01	6.33e-01	0.481236	-6.19724	0.1941833	ZFAND5
ILMN_1666552	7.42e-01	6.33e-01	0.481194	-6.197259	0.1161792	ZNF75A
ILMN_1682727	7.42e-01	6.33e-01	-0.481058	-6.197324	-0.228175	JAZF1
ILMN_1695423	7.43e-01	6.33e-01	-0.480992	-6.197355	-0.2237	CD9
ILMN_1813650	7.43e-01	6.33e-01	0.480971	-6.197365	0.1851333	INPP5F
ILMN_1727740	7.43e-01	6.33e-01	-0.480932	-6.197384	-0.2003958	SYNCRIP
ILMN_1799589	7.43e-01	6.33e-01	-0.480884	-6.197406	-0.2482167	NOXA1
ILMN_1655296	7.43e-01	6.33e-01	0.480561	-6.197559	0.2128958	UTRN
ILMN_1791106	7.43e-01	6.33e-01	0.480468	-6.197603	0.2766458	HEATR6
ILMN_3248294	7.43e-01	6.34e-01	0.480103	-6.197776	0.195225	SNORD77
ILMN_1725079	7.43e-01	6.34e-01	0.480087	-6.197784	0.1913458	TSPAN31
ILMN_2190684	7.43e-01	6.34e-01	-0.479911	-6.197867	-0.2025333	CRYBG3
ILMN_1713006	7.43e-01	6.34e-01	-0.479768	-6.197934	-0.1748333	CDC34
ILMN_1700935	7.43e-01	6.34e-01	0.479603	-6.198012	0.1934667	HAS2
ILMN_1784766	7.43e-01	6.34e-01	-0.479519	-6.198052	-0.168925	MCM3AP
ILMN_1811195	7.44e-01	6.34e-01	-0.479249	-6.198179	-0.1902417	ZNF211
ILMN_2348808	7.44e-01	6.35e-01	0.478706	-6.198436	0.1436333	SNX16
ILMN_1736077	7.44e-01	6.35e-01	-0.478513	-6.198527	-0.142425	LIAS
ILMN_1778917	7.44e-01	6.35e-01	-0.478495	-6.198535	-0.2159875	CDK7
ILMN_2169736	7.44e-01	6.35e-01	0.478377	-6.198591	0.1396667	PGBD4
ILMN_1772521	7.44e-01	6.35e-01	0.478059	-6.19874	0.1536375	MTHFD1L
ILMN_1764030	7.44e-01	6.35e-01	0.477967	-6.198784	0.2148	CCL23
ILMN_1801869	7.45e-01	6.35e-01	-0.477688	-6.198915	-0.1349458	WDR75
ILMN_2127379	7.45e-01	6.35e-01	0.477581	-6.198965	0.1772542	ST6GALNAC3
ILMN_1665554	7.45e-01	6.36e-01	-0.477295	-6.1991	-0.1337083	BRF2
ILMN_1757467	7.45e-01	6.36e-01	0.476952	-6.199261	0.1769792	H1F0
ILMN_2235851	7.45e-01	6.36e-01	-0.476811	-6.199328	-0.2233583	LINCR
ILMN_1682896	7.45e-01	6.36e-01	-0.476637	-6.199409	-0.1641125	C21orf66
ILMN_2217329	7.45e-01	6.36e-01	-0.47662	-6.199417	-0.1597042	IAH1
ILMN_1793146	7.45e-01	6.36e-01	0.476605	-6.199424	0.110225	CCDC25
ILMN_1670925	7.46e-01	6.36e-01	0.476374	-6.199532	0.2240708	CYB5D1
ILMN_1805932	7.46e-01	6.36e-01	-0.476231	-6.1996	-0.1720542	C6orf163
ILMN_1796855	7.46e-01	6.36e-01	0.476202	-6.199613	0.1527667	TIAL1
ILMN_1684850	7.46e-01	6.36e-01	0.476169	-6.199629	0.1719	PRKAR2B
ILMN_1775114	7.46e-01	6.36e-01	0.476119	-6.199652	0.212625	ENTPD3
ILMN_1690262	7.46e-01	6.36e-01	0.476082	-6.199669	0.2658292	SNAI3
ILMN_2106893	7.46e-01	6.36e-01	-0.476068	-6.199676	-0.1396792	PRKG1
ILMN_1788955	7.46e-01	6.36e-01	0.476033	-6.199693	0.1654583	PDLIM1
ILMN_3231390	7.46e-01	6.37e-01	-0.475975	-6.199719	-0.2181542	NHP2
ILMN_3236825	7.46e-01	6.37e-01	-0.47591	-6.19975	-0.2270083	RAPGEF5
ILMN_1802380	7.46e-01	6.37e-01	0.475795	-6.199804	0.2130042	RERE
ILMN_2326793	7.46e-01	6.37e-01	0.475678	-6.199859	0.2076625	NUP98
ILMN_1680081	7.46e-01	6.37e-01	-0.47564	-6.199877	-0.2235	B3Gn-T6
ILMN_1724738	7.46e-01	6.37e-01	-0.475568	-6.199911	-0.2751833	TFR2
ILMN_1652128	7.46e-01	6.37e-01	0.475517	-6.199934	0.182625	LMBRD1
ILMN_1669931	7.46e-01	6.37e-01	-0.475136	-6.200113	-0.1260583	TM9SF3
ILMN_1810418	7.46e-01	6.37e-01	-0.475129	-6.200116	-0.2371792	LBR
ILMN_2230035	7.46e-01	6.37e-01	0.474907	-6.20022	0.1415	BBS2
ILMN_1709334	7.46e-01	6.37e-01	0.474902	-6.200222	0.2358167	TM9SF1
ILMN_1787885	7.47e-01	6.38e-01	-0.474508	-6.200407	-0.1985625	NUDT18
ILMN_1691487	7.47e-01	6.38e-01	0.474269	-6.200518	0.2123333	TRAF2
ILMN_1792681	7.47e-01	6.38e-01	0.474226	-6.200538	0.2135667	CCDC86
ILMN_2132161	7.47e-01	6.38e-01	0.474064	-6.200614	0.1257375	KIF18A
ILMN_2194106	7.47e-01	6.38e-01	-0.473875	-6.200702	-0.1346	TSPAN12
ILMN_2249677	7.47e-01	6.38e-01	0.473706	-6.200781	0.1499833	LSR
ILMN_1695868	7.47e-01	6.38e-01	0.473691	-6.200788	0.1315042	PRICKLE4
ILMN_1703427	7.47e-01	6.38e-01	0.473666	-6.2008	0.2158875	SON
ILMN_2402766	7.47e-01	6.38e-01	-0.473544	-6.200857	-0.2072875	AFTPH
ILMN_1729546	7.47e-01	6.38e-01	-0.473439	-6.200906	-0.1736167	C19orf54
ILMN_2384001	7.47e-01	6.38e-01	0.473411	-6.200919	0.1552167	DNTT
ILMN_2278112	7.47e-01	6.38e-01	0.473322	-6.20096	0.1712083	PRKACB
ILMN_1711516	7.47e-01	6.38e-01	-0.473314	-6.200964	-0.2038625	ATP6V1A
ILMN_1694058	7.47e-01	6.38e-01	0.473285	-6.200978	0.3373917	IFITM4P
ILMN_1786648	7.47e-01	6.39e-01	0.472938	-6.201139	0.1399	PRX
ILMN_2413084	7.47e-01	6.39e-01	0.472933	-6.201142	0.172175	HSPA8
ILMN_1773758	7.47e-01	6.39e-01	0.472825	-6.201192	0.2335333	PDPK1
ILMN_1676605	7.47e-01	6.39e-01	-0.472761	-6.201221	-0.1472625	ANKRD42
ILMN_2410113	7.48e-01	6.39e-01	0.472579	-6.201306	0.1522042	ST7L
ILMN_1764609	7.48e-01	6.39e-01	-0.472335	-6.20142	-0.2069	PWWP2B
ILMN_1780625	7.48e-01	6.39e-01	0.472285	-6.201443	0.1512875	HR
ILMN_1691376	7.48e-01	6.39e-01	0.47221	-6.201478	0.1905708	JAG1
ILMN_1774211	7.48e-01	6.39e-01	-0.472145	-6.201508	-0.2193125	FLJ45032
ILMN_1737644	7.48e-01	6.40e-01	0.471702	-6.201714	0.2361958	TMEM219
ILMN_2348503	7.48e-01	6.40e-01	-0.471692	-6.201719	-0.1616083	PPIE
ILMN_1769671	7.48e-01	6.40e-01	-0.471599	-6.201762	-0.1690708	RYK
ILMN_2373791	7.48e-01	6.40e-01	0.471507	-6.201805	0.2014917	ENPP2
ILMN_1743352	7.48e-01	6.40e-01	0.471385	-6.201862	0.1343792	TBCC
ILMN_1810085	7.48e-01	6.40e-01	-0.471319	-6.201892	-0.1777875	ABCF3
ILMN_1759184	7.48e-01	6.40e-01	0.471201	-6.201947	0.1938708	C19orf48
ILMN_2361768	7.48e-01	6.40e-01	-0.47119	-6.201952	-0.2539042	CHRNA1
ILMN_1722838	7.48e-01	6.40e-01	0.471043	-6.20202	0.2148292	MRPL46
ILMN_3307762	7.48e-01	6.40e-01	0.471035	-6.202024	0.184775	SDHAP3
ILMN_1737313	7.49e-01	6.40e-01	0.470878	-6.202097	0.3812208	STK31
ILMN_1747159	7.49e-01	6.40e-01	0.470871	-6.2021	0.1997583	OGDH
ILMN_1812618	7.49e-01	6.40e-01	0.470676	-6.202191	0.2319292	ARAP3
ILMN_3248440	7.49e-01	6.40e-01	0.470627	-6.202213	0.1685125	SNORA81
ILMN_2336037	7.49e-01	6.40e-01	0.470569	-6.20224	0.2053667	EPN2
ILMN_2404917	7.49e-01	6.40e-01	-0.470385	-6.202326	-0.1986792	AFAP1L2
ILMN_1790218	7.49e-01	6.41e-01	0.470304	-6.202363	0.1832625	TXNL4A
ILMN_1705677	7.49e-01	6.41e-01	0.470278	-6.202375	0.1233875	C1orf220
ILMN_1786433	7.49e-01	6.41e-01	0.469918	-6.202542	0.1344208	BCCIP
ILMN_1757754	7.49e-01	6.41e-01	0.469785	-6.202603	0.1271625	SUDS3
ILMN_1688480	7.49e-01	6.41e-01	-0.46974	-6.202624	-0.2475625	CCND1
ILMN_1696391	7.49e-01	6.41e-01	0.469616	-6.202682	0.1433125	LEPR
ILMN_1710571	7.49e-01	6.41e-01	0.469309	-6.202824	0.2025625	PAPD5
ILMN_1656371	7.50e-01	6.41e-01	-0.469199	-6.202874	-0.139775	TRPA1
ILMN_1664369	7.50e-01	6.41e-01	-0.469171	-6.202888	-0.1222458	DHTKD1
ILMN_2297710	7.50e-01	6.41e-01	-0.469163	-6.202891	-0.1843375	PLEKHB2
ILMN_1753249	7.50e-01	6.41e-01	0.468972	-6.202979	0.171575	DDX10
ILMN_1753164	7.50e-01	6.42e-01	0.468906	-6.20301	0.1257125	IPO8
ILMN_1651710	7.50e-01	6.42e-01	-0.468662	-6.203123	-0.171175	IQCD
ILMN_2091753	7.50e-01	6.42e-01	-0.468537	-6.203181	-0.19615	LANCL3
ILMN_1693230	7.50e-01	6.42e-01	0.468536	-6.203181	0.2109708	HYAL1
ILMN_1791188	7.50e-01	6.42e-01	0.468486	-6.203204	0.1414542	GREB1
ILMN_1705093	7.50e-01	6.42e-01	-0.468478	-6.203208	-0.1876708	ORC5L
ILMN_2214098	7.50e-01	6.42e-01	-0.468221	-6.203326	-0.2286583	BIVM
ILMN_3226505	7.50e-01	6.42e-01	0.468114	-6.203376	0.20545	MSL3
ILMN_1759023	7.50e-01	6.42e-01	0.468082	-6.203391	0.2286708	WFS1
ILMN_2211003	7.50e-01	6.42e-01	-0.468018	-6.20342	-0.1923125	GAS2L3
ILMN_2396875	7.50e-01	6.42e-01	0.467869	-6.203488	0.1738167	IGFBP3
ILMN_1784299	7.50e-01	6.42e-01	0.467803	-6.203519	0.217225	C19orf43
ILMN_2179029	7.50e-01	6.42e-01	0.467639	-6.203594	0.1395	LRRTM1
ILMN_2195236	7.50e-01	6.43e-01	0.467536	-6.203642	0.1712833	PGRMC2
ILMN_1721963	7.50e-01	6.43e-01	0.467434	-6.203689	0.2388125	MEN1
ILMN_1710522	7.51e-01	6.43e-01	-0.467091	-6.203847	-0.2241542	RUNX1T1
ILMN_1808356	7.51e-01	6.43e-01	-0.46697	-6.203903	-0.2011542	FAM3A
ILMN_1696974	7.51e-01	6.43e-01	0.466919	-6.203926	0.2108833	ANG
ILMN_1707748	7.51e-01	6.43e-01	-0.466732	-6.204012	-0.2202958	PIM3
ILMN_1702933	7.51e-01	6.43e-01	-0.466679	-6.204037	-0.2378	ADM2
ILMN_2377496	7.51e-01	6.43e-01	-0.466636	-6.204056	-0.2268	ERCC1
ILMN_1653385	7.51e-01	6.43e-01	0.4666	-6.204073	0.1310875	KIF3A
ILMN_3235723	7.51e-01	6.43e-01	0.466561	-6.204091	0.1557458	TMPRSS11E2
ILMN_1783593	7.51e-01	6.43e-01	0.466551	-6.204095	0.1673667	CCL13
ILMN_1805104	7.51e-01	6.44e-01	0.466006	-6.204346	0.19915	ABAT
ILMN_1673030	7.51e-01	6.44e-01	0.465976	-6.20436	0.2176333	CMKLR1
ILMN_2130635	7.51e-01	6.44e-01	0.465949	-6.204372	0.1827875	FOXRED2
ILMN_1653466	7.51e-01	6.44e-01	0.4659	-6.204394	0.1734583	HES4
ILMN_2095597	7.51e-01	6.44e-01	0.465877	-6.204405	0.1503167	CDH16
ILMN_1717973	7.51e-01	6.44e-01	-0.465814	-6.204434	-0.1653792	TMEM1
ILMN_2370624	7.52e-01	6.44e-01	-0.465573	-6.204544	-0.1855292	COL13A1
ILMN_1702541	7.52e-01	6.44e-01	0.465416	-6.204617	0.114925	CCDC55
ILMN_2358733	7.52e-01	6.44e-01	-0.465373	-6.204636	-0.1353125	TAZ
ILMN_1760647	7.52e-01	6.44e-01	0.465295	-6.204672	0.1475875	HOXA3
ILMN_3243961	7.52e-01	6.44e-01	-0.465269	-6.204684	-0.2168667	ZNF252
ILMN_1721849	7.52e-01	6.44e-01	0.465229	-6.204702	0.1742125	ZNF660
ILMN_1788462	7.52e-01	6.44e-01	-0.465086	-6.204768	-0.1597292	AMD1
ILMN_2104924	7.52e-01	6.44e-01	0.465032	-6.204793	0.2397375	C21orf70
ILMN_2115752	7.52e-01	6.44e-01	0.465011	-6.204802	0.2356167	MEFV
ILMN_1659792	7.52e-01	6.44e-01	0.46481	-6.204894	0.2471542	HOXD9
ILMN_1718520	7.52e-01	6.44e-01	-0.464796	-6.204901	-0.21305	C10orf59
ILMN_2215862	7.52e-01	6.44e-01	-0.464769	-6.204913	-0.1889333	SLFN13
ILMN_2322996	7.52e-01	6.45e-01	-0.464718	-6.204936	-0.2386833	EYA2
ILMN_3248764	7.52e-01	6.45e-01	-0.464664	-6.204961	-0.1269458	KIAA1908
ILMN_1684746	7.52e-01	6.45e-01	0.464656	-6.204965	0.2170417	IPO11
ILMN_2385097	7.52e-01	6.45e-01	-0.464587	-6.204996	-0.2057958	NDRG3
ILMN_3245869	7.52e-01	6.45e-01	-0.464586	-6.204997	-0.197075	LOC440957
ILMN_1709112	7.52e-01	6.45e-01	0.464425	-6.20507	0.1845625	CHM
ILMN_1736650	7.52e-01	6.45e-01	0.464199	-6.205174	0.1166	JMJD2A
ILMN_3239164	7.52e-01	6.45e-01	0.464091	-6.205223	0.1609958	Septin 13
ILMN_1755350	7.52e-01	6.45e-01	0.463862	-6.205328	0.1513583	PIWIL2
ILMN_1804461	7.53e-01	6.45e-01	-0.463507	-6.20549	-0.2532833	MYH14
ILMN_2381769	7.53e-01	6.46e-01	0.463206	-6.205627	0.1162	ATE1
ILMN_1713978	7.53e-01	6.46e-01	-0.463171	-6.205644	-0.1881167	SDF2
ILMN_1700847	7.53e-01	6.46e-01	-0.463038	-6.205704	-0.1197917	PMS1
ILMN_1806122	7.53e-01	6.46e-01	-0.462917	-6.205759	-0.2140917	CHD8
ILMN_2354649	7.53e-01	6.46e-01	0.462903	-6.205766	0.2186208	SFRS13A
ILMN_1795428	7.53e-01	6.46e-01	-0.462503	-6.205948	-0.1833292	WDR59
ILMN_1688098	7.53e-01	6.46e-01	-0.462434	-6.20598	-0.1991333	TBC1D4
ILMN_1794767	7.53e-01	6.46e-01	0.462375	-6.206007	0.1355833	OR52N5
ILMN_1759008	7.53e-01	6.46e-01	0.462235	-6.20607	0.173175	ZNF689
ILMN_2150187	7.53e-01	6.46e-01	0.462148	-6.20611	0.1585292	KCTD18
ILMN_3238326	7.54e-01	6.47e-01	0.461866	-6.206238	0.1391417	RNF144A
ILMN_1796712	7.54e-01	6.47e-01	-0.4618	-6.206268	-0.176975	S100A10
ILMN_2214144	7.54e-01	6.47e-01	-0.46178	-6.206278	-0.2172875	TWSG1
ILMN_1745784	7.54e-01	6.47e-01	-0.461741	-6.206295	-0.2342292	ZNF324
ILMN_1784256	7.54e-01	6.47e-01	0.461473	-6.206417	0.2061208	HDGFRP3
ILMN_1812666	7.54e-01	6.47e-01	-0.461138	-6.206569	-0.1666875	DNAJC15
ILMN_1734544	7.54e-01	6.47e-01	0.461108	-6.206583	0.2173667	WTAP
ILMN_1668411	7.54e-01	6.47e-01	0.461076	-6.206598	0.2131667	FHL2
ILMN_1669033	7.54e-01	6.47e-01	-0.461047	-6.206611	-0.1986375	NCOA1
ILMN_1755658	7.54e-01	6.47e-01	0.461026	-6.20662	0.1895208	ABI3
ILMN_1719518	7.54e-01	6.47e-01	-0.46102	-6.206623	-0.201125	ARF4
ILMN_1673804	7.54e-01	6.47e-01	0.46099	-6.206637	0.1263667	ZNF426
ILMN_1736555	7.54e-01	6.47e-01	0.46082	-6.206714	0.2200375	ZNF280D
ILMN_1763011	7.54e-01	6.47e-01	-0.460655	-6.206789	-0.1678167	C7orf10
ILMN_3249594	7.54e-01	6.47e-01	0.46064	-6.206796	0.1933042	SGK196
ILMN_1729816	7.54e-01	6.47e-01	0.460538	-6.206842	0.1837042	VDAC3
ILMN_2232084	7.54e-01	6.48e-01	0.460466	-6.206875	0.1308375	ABCA11
ILMN_1714444	7.54e-01	6.48e-01	0.460413	-6.206899	0.1196125	KLF12
ILMN_1748323	7.54e-01	6.48e-01	0.46034	-6.206932	0.1827167	CXCL14
ILMN_2090782	7.54e-01	6.48e-01	0.460335	-6.206934	0.1772667	GCSH
ILMN_1660844	7.54e-01	6.48e-01	0.460179	-6.207005	0.1680875	INTS4
ILMN_2247226	7.54e-01	6.48e-01	0.460107	-6.207037	0.1431958	BAIAP2
ILMN_2127624	7.55e-01	6.48e-01	0.460008	-6.207082	0.1311	UBE2CBP
ILMN_1695316	7.55e-01	6.48e-01	0.460001	-6.207085	0.1879958	SLC39A8
ILMN_1654737	7.55e-01	6.48e-01	0.45991	-6.207127	0.1532042	TRIM32
ILMN_1812552	7.55e-01	6.48e-01	0.459745	-6.207202	0.1918667	PHCA
ILMN_1670881	7.55e-01	6.48e-01	-0.459664	-6.207238	-0.2245958	CHST6
ILMN_1709092	7.55e-01	6.48e-01	-0.459648	-6.207246	-0.1466917	ABCC13
ILMN_1707791	7.55e-01	6.48e-01	0.459614	-6.207261	0.1833792	TAZ
ILMN_2340565	7.55e-01	6.48e-01	-0.459398	-6.207359	-0.2355292	ATP2C1
ILMN_2063500	7.55e-01	6.48e-01	-0.459375	-6.207369	-0.1274875	IFT52
ILMN_1792433	7.55e-01	6.48e-01	-0.459341	-6.207385	-0.1466958	MGC39900
ILMN_1729367	7.55e-01	6.48e-01	0.459283	-6.207411	0.27175	SLC7A5P1
ILMN_1783627	7.55e-01	6.48e-01	0.459192	-6.207452	0.1440167	CAST
ILMN_2079225	7.55e-01	6.49e-01	0.459009	-6.207535	0.2557292	LOC650293
ILMN_1752199	7.55e-01	6.49e-01	-0.458984	-6.207546	-0.2387833	LHPP
ILMN_2154566	7.55e-01	6.49e-01	-0.458941	-6.207566	-0.192125	RPL10A
ILMN_1676899	7.55e-01	6.49e-01	0.458866	-6.207599	0.1894208	YEATS2
ILMN_2061043	7.55e-01	6.49e-01	0.458856	-6.207604	0.2205083	CD48
ILMN_1782551	7.55e-01	6.49e-01	-0.458851	-6.207606	-0.1865	E2F5
ILMN_2136495	7.55e-01	6.49e-01	0.458657	-6.207694	0.1550292	A2ML1
ILMN_1779381	7.55e-01	6.49e-01	0.458463	-6.207782	0.1312333	SEC61A2
ILMN_1750624	7.55e-01	6.49e-01	0.458352	-6.207832	0.2226958	RXRG
ILMN_1738632	7.55e-01	6.49e-01	0.458326	-6.207843	0.2023375	PRKAR1A
ILMN_1668246	7.55e-01	6.49e-01	0.458248	-6.207879	0.2532333	TMEM52
ILMN_2286334	7.55e-01	6.49e-01	-0.458171	-6.207913	-0.2007833	SR140
ILMN_2407851	7.55e-01	6.49e-01	-0.4581	-6.207946	-0.1893875	IL17RD
ILMN_2167729	7.55e-01	6.49e-01	0.458094	-6.207948	0.138675	ZNF391
ILMN_2300695	7.55e-01	6.49e-01	-0.458091	-6.207949	-0.1671542	IKZF3
ILMN_1723984	7.55e-01	6.49e-01	-0.458041	-6.207972	-0.1807417	PILRB
